group_key,priority,group_size,jp_type,rep_section,rep_index,rep_id_hex,rep_slot,ja,ja_tpl,ja_clean,locks,kr_tpl
べぇ……オイやべぇよ！ てこたぁ、檻の鍵は全部外れてるってことじゃねえか！ じょ、冗談じゃねぇぞ！！,90,2,normal,9,72,FD96A8AF,text1,"\x84べぇ……オイやべぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！","{{L000}}べぇ……オイやべぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！","べぇ……オイやべぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！","[""\\x84""]","{{L000}}べぇ……オイやべぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！"
ぇよ！ てこたぁ、檻の鍵は全部外れてるってことじゃねえか！ じょ、冗談じゃねぇぞ！！,90,2,normal,9,73,D8C41A26,text1,"ぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！","ぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！","ぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！",[],"ぇよ！
てこたぁ、檻の鍵は全部外れてるってことじゃねえか！
じょ、冗談じゃねぇぞ！！"
りかもしれねぇ。 判っちゃいたが、自分じゃ気が付かねえモンだな。,90,2,normal,9,95,66F50057,text1,"\x9Aりかもしれねぇ。
判っちゃいたが、自分じゃ気が付かねえモンだな。","{{L000}}りかもしれねぇ。
判っちゃいたが、自分じゃ気が付かねえモンだな。","りかもしれねぇ。
判っちゃいたが、自分じゃ気が付かねえモンだな。","[""\\x9A""]","{{L000}}りかもしれねぇ。
判っちゃいたが、自分じゃ気が付かねえモンだな。"
やれ、いけねえなぁ。 親父の話を思い出して、少し焦ったか……,90,2,normal,9,97,5CFF6127,text1,"\x82\x8Cやれ、いけねえなぁ。
親父の話を思い出して、少し焦ったか……","{{L000}}{{L001}}やれ、いけねえなぁ。
親父の話を思い出して、少し焦ったか……","やれ、いけねえなぁ。
親父の話を思い出して、少し焦ったか……","[""\\x82"", ""\\x8C""]","{{L000}}{{L001}}やれ、いけねえなぁ。
親父の話を思い出して、少し焦ったか……"
えねえ。 そうだな、まずは腹ごしらえだ。 それからでも遅くは無え。,90,2,normal,9,100,904F9A50,text1,"\x95えねえ。　そうだな、まずは腹ごしらえだ。
それからでも遅くは無え。","{{L000}}えねえ。　そうだな、まずは腹ごしらえだ。
それからでも遅くは無え。","えねえ。　そうだな、まずは腹ごしらえだ。
それからでも遅くは無え。","[""\\x95""]","{{L000}}えねえ。　そうだな、まずは腹ごしらえだ。
それからでも遅くは無え。"
ッサンなんて、迫真の演技じゃないか…… うおお！？ ボロギギリ！,90,2,normal,9,114,F523A569,text1,"ッサンなんて、迫真の演技じゃないか……
うおお！？　ボロギギリ！","ッサンなんて、迫真の演技じゃないか……
うおお！？　ボロギギリ！","ッサンなんて、迫真の演技じゃないか……
うおお！？　ボロギギリ！",[],"ッサンなんて、迫真の演技じゃないか……
うおお！？　ボロギギリ！"
そうか。 そうやってこの場を押さえ、 客の人気を得ようって嗜好だな。 よく考えられてる。,90,2,normal,9,129,05CD246A,text1,"\x80\x81そうか。　そうやってこの場を押さえ、
客の人気を得ようって嗜好だな。　よく考えられてる。","{{L000}}{{L001}}そうか。　そうやってこの場を押さえ、
客の人気を得ようって嗜好だな。　よく考えられてる。","そうか。　そうやってこの場を押さえ、
客の人気を得ようって嗜好だな。　よく考えられてる。","[""\\x80"", ""\\x81""]","{{L000}}{{L001}}そうか。　そうやってこの場を押さえ、
客の人気を得ようって嗜好だな。　よく考えられてる。"
を甘く見ちゃ駄目だぜ。 奴なら目を離した一瞬で、とっくに姿をくらませたよ。,90,2,normal,9,141,900FD602,text1,"\xA5\xB4を甘く見ちゃ駄目だぜ。
奴なら目を離した一瞬で、とっくに姿をくらませたよ。","{{L000}}{{L001}}を甘く見ちゃ駄目だぜ。
奴なら目を離した一瞬で、とっくに姿をくらませたよ。","を甘く見ちゃ駄目だぜ。
奴なら目を離した一瞬で、とっくに姿をくらませたよ。","[""\\xA5"", ""\\xB4""]","{{L000}}{{L001}}を甘く見ちゃ駄目だぜ。
奴なら目を離した一瞬で、とっくに姿をくらませたよ。"
、正直すごく助かるぜ。 さぁ、蟲同士が殺し合ってるうちに、 逃げ遅れた連中を甲板まで逃がすぜ。,90,2,normal,9,155,D7356267,text1,"\x82\x88、正直すごく助かるぜ。
さぁ、蟲同士が殺し合ってるうちに、
逃げ遅れた連中を甲板まで逃がすぜ。","{{L000}}{{L001}}、正直すごく助かるぜ。
さぁ、蟲同士が殺し合ってるうちに、
逃げ遅れた連中を甲板まで逃がすぜ。","、正直すごく助かるぜ。
さぁ、蟲同士が殺し合ってるうちに、
逃げ遅れた連中を甲板まで逃がすぜ。","[""\\x82"", ""\\x88""]","{{L000}}{{L001}}、正直すごく助かるぜ。
さぁ、蟲同士が殺し合ってるうちに、
逃げ遅れた連中を甲板まで逃がすぜ。"
。 んなことより、こっちはどうやって逃げる気だ。 小舟は今ので最後だぞ。,90,2,normal,9,161,A6A3B918,text1,"。
んなことより、こっちはどうやって逃げる気だ。
小舟は今ので最後だぞ。","。
んなことより、こっちはどうやって逃げる気だ。
小舟は今ので最後だぞ。","。
んなことより、こっちはどうやって逃げる気だ。
小舟は今ので最後だぞ。",[],"。
んなことより、こっちはどうやって逃げる気だ。
小舟は今ので最後だぞ。"
、おあつらえ向きな状況になったんだ。 いろいろと探らせてもらわねぇとな。,90,2,normal,9,172,CB886109,text1,"、おあつらえ向きな状況になったんだ。
いろいろと探らせてもらわねぇとな。","、おあつらえ向きな状況になったんだ。
いろいろと探らせてもらわねぇとな。","、おあつらえ向きな状況になったんだ。
いろいろと探らせてもらわねぇとな。",[],"、おあつらえ向きな状況になったんだ。
いろいろと探らせてもらわねぇとな。"
ってあった両大の、 妙に色気のある半裸の黄金像が目に付いた。,90,2,normal,9,183,146E1AB8,text1,"ってあった両<掌:てのひら>大の、
妙に色気のある半裸の黄金像が目に付いた。","ってあった両{{L000}}大の、
妙に色気のある半裸の黄金像が目に付いた。","ってあった両大の、
妙に色気のある半裸の黄金像が目に付いた。","[""<掌:てのひら>""]","ってあった両{{L000}}大の、
妙に色気のある半裸の黄金像が目に付いた。"
悪趣味だが、かなりの値打ちモノとみた。 ここまで苦労させられたんだ、餞別にありがたくってくぞ。,90,2,normal,9,186,E6DD78FA,text1,"\x81\xA8悪趣味だが、かなりの値打ちモノとみた。
ここまで苦労させられたんだ、餞別にありがたく<貰:もら>ってくぞ。","{{L000}}{{L001}}悪趣味だが、かなりの値打ちモノとみた。
ここまで苦労させられたんだ、餞別にありがたく{{L002}}ってくぞ。","悪趣味だが、かなりの値打ちモノとみた。
ここまで苦労させられたんだ、餞別にありがたくってくぞ。","[""\\x81"", ""\\xA8"", ""<貰:もら>""]","{{L000}}{{L001}}悪趣味だが、かなりの値打ちモノとみた。
ここまで苦労させられたんだ、餞別にありがたく{{L002}}ってくぞ。"
なぁ。 いや、アンちゃんのことだ。 もしかしたら……気に入られたのか？,90,2,normal,9,275,5489BFA6,text1,"\x9Fなぁ。　いや、アンちゃんのことだ。
もしかしたら……気に入られたのか？","{{L000}}なぁ。　いや、アンちゃんのことだ。
もしかしたら……気に入られたのか？","なぁ。　いや、アンちゃんのことだ。
もしかしたら……気に入られたのか？","[""\\x9F""]","{{L000}}なぁ。　いや、アンちゃんのことだ。
もしかしたら……気に入られたのか？"
の方は、の到着を見届けてから、 少し遅れて合流することになっている。,90,2,normal,9,286,F9D77A41,text1,"の方は、<検非違使:けびいし>の到着を見届けてから、
少し遅れて合流することになっている。","の方は、{{L000}}の到着を見届けてから、
少し遅れて合流することになっている。","の方は、の到着を見届けてから、
少し遅れて合流することになっている。","[""<検非違使:けびいし>""]","の方は、{{L000}}の到着を見届けてから、
少し遅れて合流することになっている。"
て気心の知れた仲間と月見酒、 なんてなぁ、最高の贅沢だと思わねえか。,90,2,normal,9,333,C3931444,text1,"\x97て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","{{L000}}て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。","[""\\x97""]","{{L000}}て気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。"
つ>なのが残念だがな。 もう何日かすれば、まんまるなお月様を楽しめたんだろうが……,90,2,normal,9,337,9FFD011C,text1,"\x92つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","{{L000}}つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……","[""\\x92""]","{{L000}}つ>なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……"
