group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl,kr_tpl_encoded,kr_detok_from_cat,kr_detok_from_cat_encoded,has_kr
では、勝った方がハクの晩飯を貰うという事で。,62,1,normal,279697,279764,では、勝った方がハクの晩飯を貰うという事で。,では、勝った方がハクの晩飯を貰うという事で。,では、勝った方がハクの晩飯を貰うという事で。,[],"그럼,　승자가　하쿠의　저녁을　받는　거로.","加骨,　何一安　圧音哀　敢仕逢　閣位　過偉.","그럼,　승자가　하쿠의　저녁을　받는　거로.","加骨,　何一安　圧音哀　敢仕逢　閣位　過偉.",1
うむ、さすがだなオウギ。 また腕を上げたな！,62,1,normal,281876,281941,"うむ、さすがだなオウギ。
また腕を上げたな！","うむ、さすがだなオウギ。
また腕を上げたな！","うむ、さすがだなオウギ。
また腕を上げたな！",[],"음,　역시　오우기.
또　실력이　늘었구나!","暇,　脅畏　遺員握.
飢　含威挨　旗覚牙詠!","음,　역시　오우기.
또　실력이　늘었구나!","暇,　脅畏　遺員握.
飢　含威挨　旗覚牙詠!",1
頼りない男を支えるのが、いい女というものだ。,62,1,normal,285641,285708,頼りない男を支えるのが、いい女というものだ。,頼りない男を支えるのが、いい女というものだ。,頼りない男を支えるのが、いい女というものだ。,[],"부족한　남자를　받쳐　주는,　좋은　여자지.","噂娯易　窮一扱　閣光　遠位,　窟宴　各一移.","부족한　남자를　받쳐　주는,　좋은　여자지.","噂娯易　窮一扱　閣光　遠位,　窟宴　各一移.",1
今こそ鍛えた腕を見せる時だ！ 行くぞオウギ！,62,1,normal,286983,287048,"今こそ鍛えた腕を見せる時だ！
行くぞオウギ！","今こそ鍛えた腕を見せる時だ！
行くぞオウギ！","今こそ鍛えた腕を見せる時だ！
行くぞオウギ！",[],"지금!　훈련의　성과를!
간다,　오우기!","移崖!　契看哀　椅汚扱!
衛愛,　遺員握!","지금!　훈련의　성과를!
간다,　오우기!","移崖!　契看哀　椅汚扱!
衛愛,　遺員握!",1
そう言わずによ！ ほら！ そっちに行ったぜ！,62,1,normal,304016,304081,"そう言わずによ！
ほら！　そっちに行ったぜ！","そう言わずによ！
ほら！　そっちに行ったぜ！","そう言わずによ！
ほら！　そっちに行ったぜ！",[],"그러지　말라고!
봐!　저쪽으로　갔잖아!","加暗移　訓悪渦!
縮!　敢向園偉　舟芋違!","그러지　말라고!
봐!　저쪽으로　갔잖아!","加暗移　訓悪渦!
縮!　敢向園偉　舟芋違!",1
クククッ…… さぁ！ 貴様の力、見せてみろ！,62,1,normal,307389,307454,"クククッ……
さぁ！　貴様の力、見せてみろ！","クククッ……
さぁ！　貴様の力、見せてみろ！","クククッ……
さぁ！　貴様の力、見せてみろ！",[],"크크크……
자!　네　힘,　보여　봐라!","岡岡岡……
一!　拐　狭,　永各　縮悪!","크크크……
자!　네　힘,　보여　봐라!","岡岡岡……
一!　拐　狭,　永各　縮悪!",1
クククッ…… 面白い……もっと楽しませろ！！,62,1,normal,307869,307934,"クククッ……
面白い……もっと楽しませろ！！","クククッ……
面白い……もっと楽しませろ！！","クククッ……
面白い……もっと楽しませろ！！",[],"크크……
재밌군……　더　즐겁게　해　봐라!","岡岡……
化聞改……　球　鎖肖映　井　縮悪!","크크……
재밌군……　더　즐겁게　해　봐라!","岡岡……
化聞改……　球　鎖肖映　井　縮悪!",1
ルルティエ！ 危なくなったら下がってくれ！,61,1,normal,52499,52561,"ルルティエ！
危なくなったら下がってくれ！","ルルティエ！
危なくなったら下がってくれ！","ルルティエ！
危なくなったら下がってくれ！",[],"루루티에!
위험해지면　뒤로　물러나!","餌餌棺綾!
仮境井移延　響偉　忌暗詠!","루루티에!
위험해지면　뒤로　물러나!","餌餌棺綾!
仮境井移延　響偉　忌暗詠!",1
モズヌ！ よくも私の名を騙ってくれたな！？,61,1,normal,61702,61766,モズヌ！　よくも私の名を騙ってくれたな！？,モズヌ！　よくも私の名を騙ってくれたな！？,モズヌ！　よくも私の名を騙ってくれたな！？,[],모즈누!　감히　내　이름을　사칭하다니!?,逸運援!　汗蓋　笠　挨頑逢　為午圧愛依!?,모즈누!　감히　내　이름을　사칭하다니!?,逸運援!　汗蓋　笠　挨頑逢　為午圧愛依!?,1
おみゃあら！ さっさとその像を返すにゃも！,61,1,normal,63626,63690,おみゃあら！　さっさとその像を返すにゃも！,おみゃあら！　さっさとその像を返すにゃも！,おみゃあら！　さっさとその像を返すにゃも！,[],너희들!　그　조각상을　돌려주는거다냐모!,稀景塊!　加　河回姐逢　獲闇遠位過愛主逸!,너희들!　그　조각상을　돌려주는거다냐모!,稀景塊!　加　河回姐逢　獲闇遠位過愛主逸!,1
絶対に怪しいにゃも！ 目が泳いでるにゃも！,61,1,normal,63918,63980,"絶対に怪しいにゃも！
目が泳いでるにゃも！","絶対に怪しいにゃも！
目が泳いでるにゃも！","絶対に怪しいにゃも！
目が泳いでるにゃも！",[],"수상하다냐모!
눈이　흔들리고　있다냐모!","衣姐圧愛主逸!
欠挨　昇塊以渦　英愛主逸!","수상하다냐모!
눈이　흔들리고　있다냐모!","衣姐圧愛主逸!
欠挨　昇塊以渦　英愛主逸!",1
おにーさんも、なかなかやぇ！ うひひひひ♪,61,1,normal,74914,74976,"おにーさんも、なかなかやぇ！
うひひひひ♪","おにーさんも、なかなかやぇ！
うひひひひ♪","おにーさんも、なかなかやぇ！
うひひひひ♪",[],"오빠도　제법이네!
히히히히♪","遺駆雨　応学挨拐!
蓋蓋蓋蓋♪","오빠도　제법이네!
히히히히♪","遺駆雨　応学挨拐!
蓋蓋蓋蓋♪",1
みんな！ なるべく殺さずに無力化してくれ！,61,1,normal,86025,86087,"みんな！
なるべく殺さずに無力化してくれ！","みんな！
なるべく殺さずに無力化してくれ！","みんな！
なるべく殺さずに無力化してくれ！",[],"다들!
죽이지　말고　무력화해　줘!","愛塊!
恨挨移　訓渦　異威温井　荒!","다들!
죽이지　말고　무력화해　줘!","愛塊!
恨挨移　訓渦　異威温井　荒!",1
ハハ、お嬢…… 遊びでやってるんですかい？,61,1,normal,90585,90647,"ハハ、お嬢……
遊びでやってるんですかい？","ハハ、お嬢……
遊びでやってるんですかい？","ハハ、お嬢……
遊びでやってるんですかい？",[],"하하,　아가씨……
장난하는　겁니까?","圧圧,　違安商……
壱鎌圧位　肖依垣?","하하,　아가씨……
장난하는　겁니까?","圧圧,　違安商……
壱鎌圧位　肖依垣?",1
おかしい…… コイツらがこんな戦い方を……,61,1,normal,96977,97039,"おかしい……
コイツらがこんな戦い方を……","おかしい……
コイツらがこんな戦い方を……","おかしい……
コイツらがこんな戦い方を……",[],"이상하군……
저놈들이　이런　방식을……","挨姐圧改……
敢雇塊挨　挨佐　殴甘逢……","이상하군……
저놈들이　이런　방식을……","挨姐圧改……
敢雇塊挨　挨佐　殴甘逢……",1
か弱いかどうか、 今から見せてあげるかな！,61,1,normal,105873,105935,"か弱いかどうか、
今から見せてあげるかな！","か弱いかどうか、
今から見せてあげるかな！","か弱いかどうか、
今から見せてあげるかな！",[],"내가　약한지　아닌지,
보여　줄게!","笠安　歓易移　違啓移,
永各　局映!","내가　약한지　아닌지,
보여　줄게!","笠安　歓易移　違啓移,
永各　局映!",1
莫迦ナ……！ アレヲ喰ラッテ動ケルダト！？,61,1,normal,111065,111127,"莫迦ナ……！
アレヲ喰ラッテ動ケルダト！？","莫迦ナ……！
アレヲ喰ラッテ動ケルダト！？","莫迦ナ……！
アレヲ喰ラッテ動ケルダト！？",[],"이럴수가……!
저걸　맞고도　움직인다고!?","挨砂衣安……!
敢嫌　儀渦雨　弓揮迂愛渦!?","이럴수가……!
저걸　맞고도　움직인다고!?","挨砂衣安……!
敢嫌　儀渦雨　弓揮迂愛渦!?",1
（早く一人前になって、ネコネさんと……！）,61,1,normal,287798,287862,（早く一人前になって、ネコネさんと……！）,（早く一人前になって、ネコネさんと……！）,（早く一人前になって、ネコネさんと……！）,[],"(빨리　어엿해져서,　네코네　씨와……!)","(織以　羽縦井玄溢,　拐歌拐　商穏……!)","(빨리　어엿해져서,　네코네　씨와……!)","(織以　羽縦井玄溢,　拐歌拐　商穏……!)",1
その気持ちだけでも、ありがたく頂戴しよう。,61,1,normal,303533,303597,その気持ちだけでも、ありがたく頂戴しよう。,その気持ちだけでも、ありがたく頂戴しよう。,その気持ちだけでも、ありがたく頂戴しよう。,[],"그　마음만으로도,　고맙게　받도록　하지.","加　維暇菓園偉雨,　渦邪映　閣雨祈　圧移.","그　마음만으로도,　고맙게　받도록　하지.","加　維暇菓園偉雨,　渦邪映　閣雨祈　圧移.",1
おうよ！ 兄妹の力、見せつけてやろうぜ！！,61,1,normal,305667,305729,"おうよ！
兄妹の力、見せつけてやろうぜ！！","おうよ！
兄妹の力、見せつけてやろうぜ！！","おうよ！
兄妹の力、見せつけてやろうぜ！！",[],"좋지!
형제의　힘,　제대로　보여　주자!!","窟移!
央応哀　狭,　応域偉　永各　遠一!!","좋지!
형제의　힘,　제대로　보여　주자!!","窟移!
央応哀　狭,　応域偉　永各　遠一!!",1
ヒィーー く、来るなァァァァァァァァァァ,60,1,normal,44290,44351,ヒィーー　く、来るなァァァァァァァァァァ,ヒィーー　く、来るなァァァァァァァァァァ,ヒィーー　く、来るなァァァァァァァァァァ,[],"히이이ー!　오,　오지　마아아아아아!!","蓋挨挨ー!　遺,　遺移　維違違違違違!!","히이이ー!　오,　오지　마아아아아아!!","蓋挨挨ー!　遺,　遺移　維違違違違違!!",1
急げ！！ あんなのに捕まったら最後だ！！,60,1,normal,46939,46998,"急げ！！
あんなのに捕まったら最後だ！！","急げ！！
あんなのに捕まったら最後だ！！","急げ！！
あんなのに捕まったら最後だ！！",[],"서둘러!!
잡히면　끝이야!!","溢求暗!!
怯蓋延　仰挨因!!","서둘러!!
잡히면　끝이야!!","溢求暗!!
怯蓋延　仰挨因!!",1
来たぞ！！ このまま全力で逃げ切るぞ！！,60,1,normal,48681,48740,"来たぞ！！
このまま全力で逃げ切るぞ！！","来たぞ！！
このまま全力で逃げ切るぞ！！","来たぞ！！
このまま全力で逃げ切るぞ！！",[],"온다!!
전력으로　도망쳐　버티자!!","悔愛!!
鋭威園偉　雨供光　丸棺一!!","온다!!
전력으로　도망쳐　버티자!!","悔愛!!
鋭威園偉　雨供光　丸棺一!!",1
これがホントの「バカヂカラ」ってやつか。,60,1,normal,55068,55129,これがホントの「バカヂカラ」ってやつか。,これがホントの「バカヂカラ」ってやつか。,これがホントの「バカヂカラ」ってやつか。,[],이게　진짜　'바보　힘'이라는　건가.,挨映　円極　'関永　狭'挨悪位　虐安.,이게　진짜　'바보　힘'이라는　건가.,挨映　円極　'関永　狭'挨悪位　虐安.,1
